OBJECTID,YeshuvName,Dunam,AnafName,AnafSub,GrowthEng,CoverTypeE,kWh/kPW,Muni_Eng,Machoz,area_sqm (GIS),Energy production (tracking) mln kWh/year,Energy production (fix) mln kWh/year,Energy production (tracking) mln kWh/year,Energy production (fix) mln kWh/year,Potential revenue fron energy production (tracking) mln NIS,Potential revenue fron energy production (fix) mln NIS,Feasability to install PVs?,Average influence of PV on crops,Average KG per dunham,"Average price per KG, NIS","Potential revenue from crops before PV, mln NIS","Potential revenue from crops after PV, mln NIS",Added value on income from crops after PV (mln NIS),"Total revenue, mln NIS","added value from PV, mln NIS"
393,אזור מודיעין מא 2,7.20,vegetables,general vegetables,Vegetables & field crops in uncovered area,Open Area,1735,No Jurisdiction - Bik'at Beit Netofa Area,North,7234.09,1.09,0.74,1.086804,0.737028,0.3260412,0.2211084,1,1.1,2000,5,0.072,0.0792,0.0072,0.13596336,0.05676336
421,אזור מודיעין מא 2,3.10,plantations,olives,Plantations,Open Area,1725,No Jurisdiction - Bik'at Beit Netofa Area,North,3058.24,0.46,0.31,0.4652325,0.3155025,0.13956975,0.09465075,1,1,1000,8,0.0248,0.0248,0,0.0527403,0.0279403
394,אזור מודיעין מא 2,11.00,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1755,No Jurisdiction - Bik'at Beit Netofa Area,North,11036.90,1.69,1.14,1.679535,1.138995,0.5038605,0.3416985,1,1,2000,5,0.11,0.11,0,0.2026794,0.0926794
415,אזור מלאכי מא 33,13.80,vegetables,eggplants,Vegetables in covered area,Greenhouse,1805,Be'er Tuvya,South,13843.00,2.17,1.47,2.167083,1.469631,0.6501249,0.4408893,1,1.1,2000,8,0.2208,0.24288,0.02208,0.32208372,0.07920372
501,אזור מלאכי מא 33,10.20,vegetables,peppers,Vegetables in covered area,Greenhouse,1805,Be'er Tuvya,South,10234.70,1.61,1.09,1.601757,1.086249,0.4805271,0.3258747,1,1.1,2000,7,0.1428,0.15708,0.01428,0.22459788,0.06751788
256,אזור נהריה שלש,7.13,plantations,olives,Plantations,Open Area,1735,No Jurisdiction - West of Kefar Yasif Area,North,7126.57,1.08,0.73,1.075674419,0.729480353,0.322702326,0.218844106,1,1,1000,8,0.057010138,0.057010138,0,0.121743725,0.064733587
482,אזור נהריה שלש,75.20,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1735,Jdeyde - Ma'ker,North,75210.10,11.35,7.7,11.351064,7.697848,3.4053192,2.3093544,1,1,2000,5,0.752,0.752,0,1.37494176,0.62294176
13,אזור עכו שלש,2.96,plantations,olives,Plantations,Open Area,1735,Jdeyde - Ma'ker,North,2964.39,0.45,0.3,0.447440318,0.303436537,0.134232095,0.091030961,1,1,1000,8,0.023714085,0.023714085,0,0.050640835,0.026926751
356,אזור עכו שלש,6.20,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1745,Jdeyde - Ma'ker,North,6213.93,0.94,0.64,0.941253,0.638321,0.2823759,0.1914963,1,1,2000,5,0.062,0.062,0,0.11379852,0.05179852
936,אזור פתח תקווה מ,0.08,others,greenhouse crops,Vegetables in covered area,Greenhouse,1755,Hevel Modi'in,Center,75.40,0.01,0.01,0.011512296,0.007807189,0.003453689,0.002342157,1,1,2000,5,0.00075399,0.00075399,0,0.001389257,0.000635267
423,אזור ראשלצ מא 27,3.67,others,greenhouse crops,Vegetables in covered area,Greenhouse,1805,Gan Ra've,Center,3665.10,0.58,0.39,0.575549825,0.390315399,0.172664947,0.11709462,1,1,2000,5,0.036651054,0.036651054,0,0.06882848,0.032177426
373,אזור רמלה מא 40,67.52,plantations,deciduous,Plantations,Open Area,1775,Sdot Dan,Center,67525.90,10.43,7.07,10.42753167,7.071544468,3.128259502,2.12146334,1,1,1000,8,0.540199148,0.540199148,0,1.172704825,0.632505677
908,אזור רמלה מא 40,15.74,citrus,orange-like,Citrus,Open Area,1775,Sdot Dan,Center,15741.20,2.43,1.65,2.430807667,1.648478762,0.7292423,0.494543629,1,1.03,4000,4,0.251856388,0.259412079,0.007555692,0.353464699,0.09405262
69,אזור שפרעם מא 56,1.56,plantations,olives,Plantations,Open Area,1745,Dir Hana,North,1557.95,0.24,0.16,0.236511955,0.160393165,0.070953587,0.04811795,1,1,1000,8,0.012463167,0.012463167,0,0.02672508,0.014261913
121,אזור שפרעם מא 56,23.80,plantations,olives,Plantations,Open Area,1765,Misgav,North,23805.50,3.66,2.48,3.655302012,2.478882974,1.096590604,0.743664892,1,1,1000,8,0.190436105,0.190436105,0,0.41172762,0.221291515
204,אזור שפרעם מא 56,4.52,plantations,olives,Plantations,Open Area,1765,Misgav,North,4522.72,0.69,0.47,0.694458498,0.470954613,0.208337549,0.141286384,1,1,1000,8,0.036180313,0.036180313,0,0.078222741,0.042042428
320,אזור שפרעם מא 56,162.70,plantations,olives,Plantations,Open Area,1765,Misgav,North,162731.00,24.99,16.95,24.9833985,16.9427645,7.49501955,5.08282935,1,1,1000,8,1.3016,1.3016,0,2.81409174,1.51249174
777,אזור שפרעם מא 56,0.60,plantations,olives,Plantations,Open Area,1755,Misgav,North,597.59,0.09,0.06,0.091240104,0.061875473,0.027372031,0.018562642,1,1,1000,8,0.004780567,0.004780567,0,0.010293397,0.00551283
969,אזור שפרעם מא 56,11.70,plantations,olives,Plantations,Open Area,1745,Ara'be,North,11664.00,1.77,1.2,1.7762355,1.2045735,0.53287065,0.36137205,1,1,1000,8,0.0936,0.0936,0,0.20070882,0.10710882
339,אחוזם,25.40,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1795,Lahish,South,25376.10,3.96,2.69,3.966591,2.689987,1.1899773,0.8069961,1,1.04,2000,2,0.1016,0.105664,0.004064,0.38619684,0.28053284
441,אחוזם,52.80,vegetables,general vegetables,Vegetables & field crops in uncovered area,Open Area,1795,Lahish,South,52835.00,8.25,5.6,8.245512,5.591784,2.4736536,1.6775352,1,1.1,2000,5,0.528,0.5808,0.0528,1.01949408,0.43869408
410,אחוזם,16.80,citrus,orange-like,Citrus,Open Area,1795,Shafir,South,16805.60,2.62,1.78,2.623572,1.779204,0.7870716,0.5337612,1,1.03,4000,4,0.2688,0.276864,0.008064,0.37962288,0.10275888
354,אחיהוד,7.70,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1735,Ma'te Asher,North,7666.57,1.16,0.78,1.1622765,0.7882105,0.34868295,0.23646315,1,1.04,2000,2,0.0308,0.032032,0.001232,0.11380446,0.08177246
97,אחיהוד,6.80,plantations,olives,Plantations,Open Area,1735,Ma'te Asher,North,6753.50,1.02,0.69,1.026426,0.696082,0.3079278,0.2088246,1,1,1000,8,0.0544,0.0544,0,0.11616984,0.06176984
762,אחיהוד,4.51,plantations,olives,Plantations,Open Area,1735,Ma'te Asher,North,4506.51,0.68,0.46,0.680207046,0.461289836,0.204062114,0.138386951,1,1,1000,8,0.03605059,0.03605059,0,0.076985135,0.040934544
243,אחיטוב,8.00,vegetables,cucumbers,Vegetables in covered area,Greenhouse,1745,Emek Hefer,Center,7975.34,1.21,0.82,1.21452,0.82364,0.364356,0.247092,1,1.1,2000,6,0.096,0.1056,0.0096,0.1621968,0.0565968
294,אחיטוב,8.70,vegetables,cucumbers,Vegetables in covered area,Greenhouse,1745,Emek Hefer,Center,8746.56,1.33,0.9,1.3207905,0.8957085,0.39623715,0.26871255,1,1.1,2000,6,0.1044,0.11484,0.01044,0.17638902,0.06154902
207,אחיטוב,8.40,vegetables,tomatoes,Vegetables in covered area,Greenhouse,1745,Emek Hefer,Center,8368.63,1.27,0.86,1.275246,0.864822,0.3825738,0.2594466,1,1.1,2000,6,0.1008,0.11088,0.01008,0.17030664,0.05942664
723,אחיסמך,113.70,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1765,Hevel Modi'in,Center,113663.00,17.45,11.84,17.4592035,11.8401495,5.23776105,3.55204485,1,1.04,2000,2,0.4548,0.472992,0.018192,1.70461314,1.23162114
628,איילת השחר,25.20,plantations,subtropical,Plantations,Open Area,1735,Hagalil Ha'elyon,North,25240.00,3.81,2.58,3.803814,2.579598,1.1411442,0.7738794,1,1,1000,5,0.126,0.126,0,0.38515176,0.25915176
381,אילניה,15.00,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1755,Hagalil Hatahton,North,15016.50,2.29,1.55,2.290275,1.553175,0.6870825,0.4659525,1,1.04,2000,2,0.06,0.0624,0.0024,0.223821,0.161421
939,אילניה,17.40,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1755,Hagalil Hatahton,North,17366.60,2.65,1.8,2.656719,1.801683,0.7970157,0.5405049,1,1.04,2000,2,0.0696,0.072384,0.002784,0.25963236,0.18724836
505,אל-רום,15.70,plantations,deciduous,Plantations,Open Area,1825,Golan,North,15743.40,2.50,1.7,2.4927675,1.6904975,0.74783025,0.50714925,1,1,1000,8,0.1256,0.1256,0,0.2782197,0.1526197
659,אל-רום,2.40,plantations,deciduous,Plantations,Open Area,1815,Buk'ata,North,2445.75,0.39,0.26,0.378972,0.257004,0.1136916,0.0771012,1,1,1000,8,0.0192,0.0192,0,0.04236048,0.02316048
835,אל-רום,454.80,plantations,deciduous,Plantations,Open Area,1765,Golan,North,454748.00,69.83,47.36,69.836814,47.360598,20.9510442,14.2081794,1,1,1000,8,3.6384,3.6384,0,7.86631176,4.22791176
157,אלומות,52.50,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1705,Emek Hayarden,North,52478.70,7.78,5.28,7.7875875,5.2812375,2.33627625,1.58437125,1,1.04,2000,2,0.21,0.2184,0.0084,0.7647885,0.5463885
434,אלומות,35.50,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1705,Emek Hayarden,North,35502.40,5.27,3.57,5.2658925,3.5711225,1.57976775,1.07133675,1,1.04,2000,2,0.142,0.14768,0.00568,0.5171427,0.3694627
424,אלון הגליל,2.10,others,greenhouse crops,Vegetables in covered area,Greenhouse,1745,Emek Yizrael,North,2092.72,0.32,0.22,0.3188115,0.2162055,0.09564345,0.06486165,1,1,2000,5,0.021,0.021,0,0.03854466,0.01754466
525,אלון הגליל,2.20,others,greenhouse crops,Vegetables in covered area,Greenhouse,1745,Emek Yizrael,North,2194.02,0.33,0.23,0.333993,0.226501,0.1001979,0.0679503,1,1,2000,5,0.022,0.022,0,0.04038012,0.01838012
359,אלי על,9.10,plantations,deciduous,Plantations,Open Area,1775,Golan,North,9141.03,1.41,0.96,1.4052675,0.9529975,0.42158025,0.28589925,1,1,1000,8,0.0728,0.0728,0,0.1580397,0.0852397
212,אלי על,31.10,plantations,olives,Plantations,Open Area,1765,Golan,North,31096.90,4.78,3.24,4.7755605,3.2385985,1.43266815,0.97157955,1,1,1000,8,0.2488,0.2488,0,0.53791182,0.28911182
540,אלי על,34.90,plantations,olives,Plantations,Open Area,1775,Golan,North,34875.90,5.39,3.65,5.3894325,3.6549025,1.61682975,1.09647075,1,1,1000,8,0.2792,0.2792,0,0.6061083,0.3269083
781,אליכין,10.80,plantations,subtropical,Plantations,Open Area,1755,Elyahin,Center,10772.90,1.64,1.12,1.648998,1.118286,0.4946994,0.3354858,1,1,1000,5,0.054,0.054,0,0.16659432,0.11259432
252,אלמגור,6.10,plantations,subtropical,Plantations,Open Area,1725,Emek Hayarden,North,6142.68,0.92,0.63,0.9154575,0.6208275,0.27463725,0.18624825,1,1,1000,5,0.0305,0.0305,0,0.0927993,0.0622993
458,אלמגור,10.50,plantations,subtropical,Plantations,Open Area,1695,Emek Hayarden,North,10475.70,1.54,1.05,1.5483825,1.0500525,0.46451475,0.31501575,1,1,1000,5,0.0525,0.0525,0,0.1575063,0.1050063
811,אלמגור,10.10,plantations,subtropical,Plantations,Open Area,1715,Golan,North,10077.30,1.50,1.02,1.5069705,1.0219685,0.45209115,0.30659055,1,1,1000,5,0.0505,0.0505,0,0.15293622,0.10243622
898,אלמגור,6.70,plantations,subtropical,Plantations,Open Area,1715,Golan,North,6654.04,0.99,0.67,0.9996735,0.6779395,0.29990205,0.20338185,1,1,1000,5,0.0335,0.0335,0,0.10145274,0.06795274
947,אלמגור,5.70,plantations,subtropical,Plantations,Open Area,1715,Emek Hayarden,North,5699.99,0.85,0.58,0.8504685,0.5767545,0.25514055,0.17302635,1,1,1000,5,0.0285,0.0285,0,0.08631054,0.05781054
998,אלמגור,8.70,plantations,subtropical,Plantations,Open Area,1715,Emek Hayarden,North,8723.85,1.30,0.88,1.2980835,0.8803095,0.38942505,0.26409285,1,1,1000,5,0.0435,0.0435,0,0.13173714,0.08823714
61,אלקוש,4.40,plantations,deciduous,Plantations,Open Area,1745,Fasuta,North,4385.13,0.67,0.45,0.667986,0.453002,0.2003958,0.1359006,1,1,1000,8,0.0352,0.0352,0,0.07548024,0.04028024
198,אלקוש,5.20,plantations,deciduous,Plantations,Open Area,1745,Fasuta,North,5224.74,0.79,0.54,0.789438,0.535366,0.2368314,0.1606098,1,1,1000,8,0.0416,0.0416,0,0.08920392,0.04760392
344,אלקוש,8.20,plantations,vineyard,Plantations,Open Area,1745,Ma'ale Yosef,North,8234.35,1.25,0.85,1.244883,0.844231,0.3734649,0.2532693,1,1,1000,20,0.164,0.164,0,0.19970772,0.03570772
70,אמונים,8.30,vegetables,general vegetables,Vegetables & field crops in uncovered area,Open Area,1815,Be'er Tuvya,South,8279.29,1.31,0.89,1.3106115,0.8888055,0.39318345,0.26664165,1,1.1,2000,5,0.083,0.0913,0.0083,0.16143666,0.07013666
472,אמונים,8.40,vegetables,general vegetables,Vegetables & field crops in uncovered area,Open Area,1805,Be'er Tuvya,South,8379.34,1.32,0.89,1.319094,0.894558,0.3957282,0.2683674,1,1.1,2000,5,0.084,0.0924,0.0084,0.16278696,0.07038696
643,אמונים,16.00,vegetables,general vegetables,Vegetables & field crops in uncovered area,Open Area,1815,Be'er Tuvya,South,16008.70,2.53,1.71,2.52648,1.71336,0.757944,0.514008,1,1.1,2000,5,0.16,0.176,0.016,0.3112032,0.1352032
383,אמירים,5.90,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1735,Mevo'ot Hahermon,North,5867.07,0.89,0.6,0.8905755,0.6039535,0.26717265,0.18118605,1,1,2000,5,0.059,0.059,0,0.10787442,0.04887442
803,אמנון,2.00,vegetables,cucumbers,Vegetables in covered area,Greenhouse,1735,Mevo'ot Hahermon,North,2010.58,0.30,0.21,0.30189,0.20473,0.090567,0.061419,1,1.1,2000,6,0.024,0.0264,0.0024,0.0404076,0.0140076
621,אמץ,24.30,non-processed,non-processed,Not cultivated,Open Area,1745,Emek Hefer,Center,24336.90,3.69,2.51,3.6891045,2.5018065,1.10673135,0.75054195,1,1,0,0,0,0,0,0.30021678,0.30021678
307,אעבלין,5.30,plantations,olives,Plantations,Open Area,1745,I'eblin,North,5304.07,0.81,0.55,0.8046195,0.5456615,0.24138585,0.16369845,1,1,1000,8,0.0424,0.0424,0,0.09091938,0.04851938
165,אעבלין,2.60,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1755,I'eblin,North,2562.32,0.39,0.27,0.396981,0.269217,0.1190943,0.0807651,1,1,2000,5,0.026,0.026,0,0.04790604,0.02190604
227,אפיקים,23.80,plantations,subtropical,Plantations,Open Area,1705,Emek Hayarden,North,23822.50,3.53,2.4,3.530373,2.394161,1.0591119,0.7182483,1,1,1000,5,0.119,0.119,0,0.35869932,0.23969932
804,אפיקים,82.60,plantations,subtropical,Plantations and Citrus in covered area,Net House,1705,Emek Hayarden,North,82600.30,12.25,8.31,12.252471,8.309147,3.6757413,2.4927441,1,1,1000,5,0.413,0.413,0,1.24489764,0.83189764
327,אפק,20.90,plantations,olives,Plantations,Open Area,1755,Ma'te Asher,North,20932.90,3.20,2.17,3.1911165,2.1640905,0.95733495,0.64922715,1,1,1000,8,0.1672,0.1672,0,0.36001086,0.19281086
367,אפק,15.70,others,open area crops,Vegetables & field crops in uncovered area,Open Area,1745,Ma'te Asher,North,15713.60,2.39,1.62,2.3834955,1.6163935,0.71504865,0.48491805,1,1,2000,5,0.157,0.157,0,0.28816722,0.13116722
555,ארבל,12.50,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1735,Hagalil Hatahton,North,12522.50,1.89,1.28,1.8868125,1.2795625,0.56604375,0.38386875,1,1.04,2000,2,0.05,0.052,0.002,0.1847475,0.1327475
611,ארבל,5.50,plantations,olives,Plantations,Open Area,1735,Hagalil Hatahton,North,5495.44,0.83,0.56,0.8301975,0.5630075,0.24905925,0.16890225,1,1,1000,8,0.044,0.044,0,0.0939609,0.0499609
159,ארגמן,8.40,non-processed,non-processed,Not cultivated,Open Area,1755,Jordan valley,Other,8446.17,1.29,0.87,1.282554,0.869778,0.3847662,0.2609334,1,1,0,0,0,0,0,0.10437336,0.10437336
93,ארז,4.40,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1795,Lahish,South,4389.06,0.69,0.46,0.687126,0.465982,0.2061378,0.1397946,1,1.04,2000,2,0.0176,0.018304,0.000704,0.06690024,0.04859624
419,ארז,123.40,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1815,Hof Ashkelon,South,123387.00,19.48,13.21,19.485477,13.214289,5.8456431,3.9642867,1,1.04,2000,2,0.4936,0.513344,0.019744,1.89372108,1.38037708
698,אשבול,11.70,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1805,Merhavim,South,11722.20,1.84,1.25,1.8373095,1.2459915,0.55119285,0.37379745,1,1.04,2000,2,0.0468,0.048672,0.001872,0.17872218,0.13005018
166,אשבול,9.20,citrus,lemon-like,Citrus,Open Area,1805,Merhavim,South,9190.84,1.44,0.98,1.444722,0.979754,0.4334166,0.2939262,1,1.03,4000,4,0.1472,0.151616,0.004416,0.20854008,0.05692408
107,אשקלון,11.30,citrus,orange-like,Citrus,Open Area,1805,Ashkelon,South,11249.60,1.77,1.2,1.7744955,1.2033935,0.53234865,0.36101805,1,1.03,4000,4,0.1808,0.186224,0.005424,0.25614162,0.06991762
665,אשתאול,25.57,plantations,vineyard,Plantations,Open Area,1755,Modi'in - Makabim - Re'ut,Center,25568.90,3.90,2.65,3.903862753,2.647447154,1.171158826,0.794234146,1,1,1000,20,0.51136166,0.51136166,0,0.624510655,0.113148995
491,באקה אל-גרביה,0.60,plantations,olives,Plantations,Open Area,1735,Baka al Rarbiya,Haifa,552.09,0.08,0.06,0.090567,0.061419,0.0271701,0.0184257,1,1,1000,8,0.0048,0.0048,0,0.01025028,0.00545028
573,באקה אל-גרביה,3.90,plantations,olives,Plantations,Open Area,1735,Baka al Rarbiya,Haifa,3867.48,0.58,0.4,0.5886855,0.3992235,0.17660565,0.11976705,1,1,1000,8,0.0312,0.0312,0,0.06662682,0.03542682
528,באר גנים,11.30,non-processed,non-processed,Not cultivated,Open Area,1815,Hof Ashkelon,South,11334.40,1.79,1.21,1.7843265,1.2100605,0.53529795,0.36301815,1,1,0,0,0,0,0,0.14520726,0.14520726
798,באר שבע,13.00,plantations,general plantation,Plantations,Open Area,1845,Be'er Sheva,South,13032.80,2.09,1.42,2.086695,1.415115,0.6260085,0.4245345,1,1,1000,5,0.065,0.065,0,0.2088138,0.1438138
412,בארותיים,23.10,field crops,field crops general,Vegetables & field crops in uncovered area,Open Area,1745,Emek Hefer,Center,23075.40,3.50,2.38,3.5069265,2.3782605,1.05207795,0.71347815,1,1.04,2000,2,0.0924,0.096096,0.003696,0.34304886,0.24695286
756,בארותיים,8.10,flowers,flowers general,Flowers,Net House,1745,Emek Hefer,Center,8094.40,1.23,0.83,1.2297015,0.8339355,0.36891045,0.25018065,1,1.05,500,20,0.081,0.08505,0.00405,0.15110226,0.06605226
437,בארותיים,4.45,non-processed,non-processed,Not cultivated,Open Area,1745,Emek Hefer,Center,4449.17,0.68,0.46,0.675428571,0.458049261,0.202628571,0.137414778,1,1,0,0,0,0,0,0.054965911,0.054965911
270,בארי,10.80,citrus,lemon-like,Citrus,Open Area,1815,Eshkol,South,10798.20,1.71,1.16,1.705374,1.156518,0.5116122,0.3469554,1,1.03,4000,4,0.1728,0.177984,0.005184,0.24557256,0.06758856
59,בוקעאתה,1.50,plantations,deciduous,Plantations,Open Area,1785,Buk'ata,North,1462.52,0.23,0.15,0.2329425,0.1579725,0.06988275,0.04739175,1,1,1000,8,0.012,0.012,0,0.0261567,0.0141567
156,בוקעאתה,4.30,plantations,deciduous,Plantations,Open Area,1795,Buk'ata,North,4268.51,0.67,0.45,0.6715095,0.4553915,0.20145285,0.13661745,1,1,1000,8,0.0344,0.0344,0,0.07528698,0.04088698
194,בוקעאתה,4.10,plantations,deciduous,Plantations,Open Area,1805,Buk'ata,North,4103.69,0.64,0.44,0.6438435,0.4366295,0.19315305,0.13098885,1,1,1000,8,0.0328,0.0328,0,0.07207554,0.03927554
263,בוקעאתה,2.00,plantations,deciduous,Plantations,Open Area,1825,Buk'ata,North,2035.83,0.32,0.22,0.31755,0.21535,0.095265,0.064605,1,1,1000,8,0.016,0.016,0,0.035442,0.019442
340,בוקעאתה,5.20,plantations,deciduous,Plantations,Open Area,1805,Buk'ata,North,5228.98,0.82,0.56,0.816582,0.553774,0.2449746,0.1661322,1,1,1000,8,0.0416,0.0416,0,0.09141288,0.04981288
431,בוקעאתה,0.40,plantations,deciduous,Plantations,Open Area,1795,Buk'ata,North,442.63,0.07,0.05,0.062466,0.042362,0.0187398,0.0127086,1,1,1000,8,0.0032,0.0032,0,0.00700344,0.00380344
717,בוקעאתה,1.90,plantations,deciduous,Plantations,Open Area,1815,Buk'ata,North,1876.34,0.30,0.2,0.3000195,0.2034615,0.09000585,0.06103845,1,1,1000,8,0.0152,0.0152,0,0.03353538,0.01833538
841,בוקעאתה,4.60,plantations,deciduous,Plantations,Open Area,1815,Buk'ata,North,4623.07,0.73,0.5,0.726363,0.492591,0.2179089,0.1477773,1,1,1000,8,0.0368,0.0368,0,0.08119092,0.04439092
922,בוקעאתה,1.00,plantations,deciduous,Plantations,Open Area,1825,Buk'ata,North,964.27,0.15,0.1,0.158775,0.107675,0.0476325,0.0323025,1,1,1000,8,0.008,0.008,0,0.017721,0.009721
378,בורגתה,10.06,non-processed,non-processed,Not cultivated,Open Area,1755,Emek Hefer,Center,10062.30,1.54,1.04,1.536324036,1.041874921,0.460897211,0.312562476,1,1,0,0,0,0,0,0.12502499,0.12502499
